Category,Rating,Reviews,Size,Installs,Type,Content Rating
GAME,4.3,165888,16000,"1,000,000",Free,Teen
GAME,4.6,541144,25000,"10,000,000",Free,Teen
GAME,4.4,1107310,6100,"10,000,000",Free,Teen
GAME,4.4,29168,22000,"1,000,000",Free,Everyone
GAME,4.5,189773,28000,"1,000,000",Free,Teen
GAME,4.6,337752,6300,"1,000,000",Free,Teen
GAME,4.6,102107,25000,"1,000,000",Free,Everyone 10+
GAME,4.6,3093358,60000,"10,000,000",Free,Everyone
GAME,4.1,42079,20000,"1,000,000",Free,Everyone
GAME,4.5,240416,8000,"1,000,000",Free,Everyone
GAME,4.6,32506,20000,"1,000,000",Free,Everyone
GAME,4.4,70747,6400,"1,000,000",Free,Teen
GAME,4.7,358817,34000,"10,000,000",Free,Everyone
GAME,4.6,15403,3800,"1,000,000",Free,Everyone
GAME,4.3,38957,42000,"1,000,000",Free,Everyone
GAME,4.5,214777,2400,"1,000,000",Free,Everyone
GAME,4.6,100609,70000,"1,000,000",Free,Teen
GAME,4.2,1343866,5000,"10,000,000",Free,Teen
GAME,4.5,168717,28000,"10,000,000",Free,Mature 17+
GAME,4.8,549720,21000,"10,000,000",Free,Everyone
GAME,4.1,18996,38000,"1,000,000",Free,Teen
GAME,4.3,25094,74000,"1,000,000",Free,Teen
GAME,4.4,93033,1800,"1,000,000",Free,Teen
GAME,4,120592,12000,"10,000,000",Free,Everyone 10+
GAME,4.2,187972,13000,"1,000,000",Free,Teen
GAME,4,484981,2900,"10,000,000",Free,Everyone 10+
GAME,4.2,2055,48000,"100,000",Free,Teen
GAME,4.5,73539,19000,"1,000,000",Free,Mature 17+
GAME,4.7,59017,68000,"1,000,000",Free,Teen
GAME,4.2,5829,6800,"100,000",Free,Teen
GAME,4.4,18621,12000,"100,000",Paid,Everyone
GAME,4.6,19922,5800,"100,000",Paid,Everyone 10+
GAME,4.9,21119,41000,"100,000",Paid,Everyone
GAME,4.4,7412,25000,"100,000",Paid,Teen
GAME,4.5,18125,42000,"100,000",Paid,Everyone
GAME,4.6,10795,6500,"100,000",Paid,Everyone
GAME,4.2,13004,13000,"100,000",Paid,Teen
GAME,4.5,38207,1500,"100,000",Paid,Teen
GAME,4.6,9394,3200,"100,000",Paid,Everyone
GAME,4.6,337913,7700,"1,000,000",Free,Teen
GAME,4.5,4449882,1300,"100,000,000",Free,Everyone 10+
GAME,4.4,22429716,26000,"100,000,000",Free,Everyone
GAME,4.6,3883589,5400,"100,000,000",Free,Everyone
GAME,4.5,14200550,11000,"100,000,000",Free,Everyone
GAME,4.6,2719142,9500,"10,000,000",Free,Teen
GAME,4.4,1107197,62000,"10,000,000",Free,Teen
GAME,4.4,3716278,18000,"10,000,000",Free,Teen
GAME,4.3,931595,3100,"10,000,000",Free,Teen
GAME,4.3,165928,1800,"1,000,000",Free,Teen
GAME,4.6,1480189,66000,"10,000,000",Free,Everyone
GAME,4.3,2468063,5000,"10,000,000",Free,Teen
GAME,4.3,309176,2900,"1,000,000",Free,Everyone 10+
GAME,4.6,807338,22000,"10,000,000",Free,Teen
GAME,4.5,446434,16000,"10,000,000",Free,Everyone
GAME,4.5,214819,19000,"1,000,000",Free,Everyone
GAME,4.2,522466,40000,"10,000,000",Free,Mature 17+
GAME,4.7,584126,23000,"10,000,000",Free,Everyone 10+
GAME,4.3,32551,15000,"100,000",Free,Mature 17+
GAME,4,90218,29000,"1,000,000",Free,Teen
GAME,4.4,212524,16000,"1,000,000",Free,Everyone
GAME,4.3,2045554,65000,"10,000,000",Free,Teen
GAME,4.6,745684,29000,"1,000,000",Free,Teen
GAME,4.7,416540,20000,"10,000,000",Free,Everyone 10+
GAME,4.4,16601,3800,"100,000",Free,Teen
GAME,4.7,59017,19000,"1,000,000",Free,Teen
GAME,4.4,3057481,25000,"10,000,000",Free,Teen
GAME,4.3,224514,5100,"1,000,000",Free,Teen
GAME,4.2,26247,16000,"1,000,000",Free,Teen
GAME,4.4,22430188,1500,"100,000,000",Free,Everyone
GAME,4.5,4449910,10000,"100,000,000",Free,Everyone 10+
GAME,4.5,14201891,22000,"100,000,000",Free,Everyone
GAME,4.5,27725352,3600,"1,000,000,000",Free,Everyone 10+
GAME,4.4,6199095,20000,"100,000,000",Free,Everyone
GAME,4.3,10493,20000,"1,000,000",Free,Mature 17+
GAME,4.5,148945,13000,"10,000,000",Free,Everyone
GAME,4.7,1351771,2500,"10,000,000",Free,Everyone
GAME,4.7,1889582,3600,"10,000,000",Free,Everyone
GAME,4.6,23136735,24000,"100,000,000",Free,Everyone 10+
GAME,4.6,44893888,10000,"100,000,000",Free,Everyone 10+
GAME,4.4,7614415,25000,"100,000,000",Free,Everyone
GAME,4.4,4067651,29000,"100,000,000",Free,Everyone 10+
GAME,4.7,295576,17000,"10,000,000",Free,Everyone
GAME,4.6,59907,53000,"1,000,000",Free,Everyone
GAME,4.5,10460,83000,"1,000,000",Free,Everyone
GAME,4.3,10486018,4600,"100,000,000",Free,Everyone
GAME,4.3,8119151,4600,"100,000,000",Free,Everyone
GAME,4.3,1295625,28000,"100,000,000",Free,Everyone
GAME,4.6,3093932,29000,"10,000,000",Free,Everyone
GAME,4.8,230849,46000,"10,000,000",Free,Everyone
GAME,4.5,9883367,5700,"100,000,000",Free,Everyone
GAME,4.4,5235294,1400,"100,000,000",Free,Everyone
GAME,4.5,3198176,12000,"100,000,000",Free,Everyone
GAME,4.5,10055521,2200,"100,000,000",Free,Everyone
GAME,4.6,4129665,27000,"10,000,000",Free,Everyone
GAME,4.6,2158580,18000,"10,000,000",Free,Everyone
GAME,4.6,506593,30000,"10,000,000",Free,Everyone
GAME,4.6,5419676,3500,"100,000,000",Free,Everyone
GAME,4.7,990723,4200,"10,000,000",Free,Everyone
GAME,4.5,592504,6900,"10,000,000",Free,Everyone
GAME,4.5,21892,6600,"1,000,000",Free,Everyone
GAME,4.5,1138239,7000,"10,000,000",Free,Teen
GAME,4.6,9883806,11000,"100,000,000",Free,Everyone
GAME,4.5,197540,5600,"10,000,000",Free,Everyone
GAME,4.4,74695,29000,"10,000,000",Free,Everyone
GAME,4.4,5566889,3300,"100,000,000",Free,Everyone
GAME,4.6,2698882,20000,"100,000,000",Free,Everyone
GAME,4.7,1535973,7000,"10,000,000",Free,Teen
GAME,4.5,14892469,3300,"100,000,000",Free,Everyone
GAME,4.4,8923818,29000,"100,000,000",Free,Everyone
GAME,4.6,7674252,7100,"100,000,000",Free,Mature 17+
GAME,4.7,1125438,23000,"10,000,000",Free,Everyone
GAME,4.6,29445,24000,"1,000,000",Free,Everyone
GAME,4.5,655145,14000,"10,000,000",Free,Teen
GAME,4.4,4921451,13000,"100,000,000",Free,Everyone 10+
GAME,4.5,5476569,34000,"100,000,000",Free,Teen
GAME,4.3,1083571,4300,"10,000,000",Free,Everyone
GAME,4.5,27725352,43000,"1,000,000,000",Free,Everyone 10+
GAME,4.2,1500999,69000,"100,000,000",Free,Everyone
GAME,4.5,4230886,22000,"100,000,000",Free,Everyone
GAME,4.3,8119154,20000,"100,000,000",Free,Everyone
GAME,4.4,5235294,25000,"100,000,000",Free,Everyone
GAME,4.7,1535973,2000,"10,000,000",Free,Teen
GAME,4.6,2698889,40000,"100,000,000",Free,Everyone
GAME,4.7,990663,37000,"10,000,000",Free,Everyone
GAME,4.6,7674252,40000,"100,000,000",Free,Mature 17+
GAME,4.4,2119218,4300,"10,000,000",Free,Everyone 10+
GAME,4.6,1327265,5700,"10,000,000",Free,Teen
GAME,4.5,184210,4000,"10,000,000",Free,Everyone
GAME,4.3,1003269,17000,"10,000,000",Free,Teen
GAME,4.5,1242855,11000,"10,000,000",Free,Teen
GAME,4.5,401425,4400,"10,000,000",Free,Everyone
GAME,4.6,10979062,15000,"100,000,000",Free,Everyone 10+
GAME,4.6,515657,2300,"10,000,000",Free,Everyone
GAME,4.3,955656,40000,"10,000,000",Free,Teen
GAME,4.6,337913,8400,"1,000,000",Free,Teen
GAME,4.5,1468591,11000,"10,000,000",Free,Mature 17+
GAME,4.7,725897,2900,"10,000,000",Free,Teen
GAME,4.5,549039,2400,"10,000,000",Free,Teen
GAME,4.7,1559650,15000,"10,000,000",Free,Everyone
GAME,4.7,292164,24000,"10,000,000",Free,Everyone 10+
GAME,4.6,520962,29000,"10,000,000",Free,Teen
GAME,4.4,1381820,24000,"10,000,000",Free,Teen
GAME,4.3,525517,22000,"10,000,000",Free,Everyone
GAME,4.5,696,86000,"100,000",Free,Everyone
GAME,4.3,194969,22000,"10,000,000",Free,Everyone 10+
GAME,4.4,327599,11000,"10,000,000",Free,Teen
GAME,4.2,3816799,6000,"100,000,000",Free,Everyone
GAME,4.3,10538,20000,"1,000,000",Free,Mature 17+
GAME,4.5,5476569,26000,"100,000,000",Free,Teen
GAME,4.4,105620,13000,"1,000,000",Free,Everyone 10+
GAME,4.7,37139,23000,"1,000,000",Free,Everyone 10+
GAME,4.2,147791,2700,"1,000,000",Free,Teen
GAME,4.1,347883,4200,"10,000,000",Free,Everyone
GAME,4.5,343263,28000,"10,000,000",Free,Everyone 10+
GAME,4.5,216849,6100,"10,000,000",Free,Everyone
GAME,4.5,354373,15000,"10,000,000",Free,Everyone 10+
GAME,4.1,753043,1200,"100,000,000",Free,Teen
GAME,4.3,43055,37000,"1,000,000",Free,Everyone
GAME,4.5,80678,5900,"1,000,000",Free,Mature 17+
GAME,4.4,153381,14000,"10,000,000",Free,Teen
GAME,4.5,559,2300,"100,000",Free,Everyone 10+
GAME,4.6,3073251,32000,"10,000,000",Free,Everyone 10+
GAME,4,26649,2700,"1,000,000",Free,Teen
GAME,4.3,2151039,2200,"10,000,000",Free,Teen
GAME,4.5,306764,26000,"10,000,000",Free,Everyone
GAME,4.4,22430188,4000,"100,000,000",Free,Everyone
GAME,4.4,4067651,1500,"100,000,000",Free,Everyone 10+
GAME,4.6,59907,3700,"1,000,000",Free,Everyone
GAME,4.2,1500622,2800,"100,000,000",Free,Everyone
GAME,4.5,14201604,3900,"100,000,000",Free,Everyone
GAME,4.6,280098,3100,"10,000,000",Free,Everyone
GAME,4.5,148990,2800,"10,000,000",Free,Everyone
GAME,4.7,154264,20000,"10,000,000",Free,Everyone
GAME,4.5,26985,9900,"1,000,000",Free,Everyone
GAME,4.5,1125438,5300,"10,000,000",Free,Everyone
GAME,4.5,5387781,10000,"100,000,000",Free,Everyone
GAME,4.4,8923847,2600,"100,000,000",Free,Everyone
GAME,4.6,1327269,31000,"10,000,000",Free,Teen
GAME,4.3,23043,2300,"1,000,000",Free,Everyone
GAME,4.4,42145,6000,"10,000,000",Free,Everyone
GAME,4.3,1295625,17000,"100,000,000",Free,Everyone
GAME,4.7,990796,20000,"10,000,000",Free,Everyone
GAME,4.7,171448,62000,"10,000,000",Free,Teen
GAME,4.4,2610680,15000,"100,000,000",Free,Everyone
GAME,4.3,1300619,18000,"10,000,000",Free,Everyone
GAME,4.4,2123793,5400,"100,000,000",Free,Everyone
GAME,4.5,21892,2800,"1,000,000",Free,Everyone
GAME,4.5,6074627,15000,"100,000,000",Free,Teen
GAME,4.4,104303,5300,"10,000,000",Free,Everyone
GAME,4.4,5566908,37000,"100,000,000",Free,Everyone
GAME,4.6,1480182,23000,"10,000,000",Free,Everyone
GAME,4.6,2750645,28000,"100,000,000",Free,Everyone
GAME,4.4,47644,35000,"1,000,000",Free,Everyone
GAME,4.6,125647,76000,"10,000,000",Free,Everyone
GAME,4.2,4355,34000,"1,000,000",Free,Everyone
GAME,4.4,2119235,2700,"10,000,000",Free,Everyone 10+
GAME,4.6,214878,4100,"10,000,000",Free,Everyone
GAME,4.6,811040,85000,"10,000,000",Free,Teen
GAME,4.7,1536349,15000,"10,000,000",Free,Teen
GAME,4.5,592504,89000,"10,000,000",Free,Everyone
GAME,4.2,17044,20000,"1,000,000",Free,Everyone
GAME,4.6,155186,9300,"10,000,000",Free,Everyone
GAME,4.7,1125566,76000,"10,000,000",Free,Everyone
GAME,4.6,5419676,34000,"100,000,000",Free,Everyone
GAME,4.3,34494,16000,"1,000,000",Free,Everyone 10+
GAME,4.6,260651,8400,"10,000,000",Free,Everyone
GAME,4.4,4638163,20000,"100,000,000",Free,Everyone 10+
GAME,4.4,4921409,76000,"100,000,000",Free,Everyone 10+
GAME,4.5,1468638,68000,"10,000,000",Free,Mature 17+
GAME,4.2,344585,13000,"10,000,000",Free,Everyone
GAME,4.4,7614407,50000,"100,000,000",Free,Everyone
GAME,4.3,234110,23000,"10,000,000",Free,Everyone
GAME,4.7,48615,28000,"10,000,000",Free,Everyone
FAMILY,4.5,470694,7000,"10,000,000",Free,Everyone
FAMILY,4.4,42145,23000,"10,000,000",Free,Everyone
FAMILY,4.5,4449910,76000,"100,000,000",Free,Everyone 10+
FAMILY,4.4,14774,68000,"1,000,000",Free,Everyone
FAMILY,4.4,12753,13000,"1,000,000",Free,Everyone
FAMILY,4.5,33983,56000,"1,000,000",Free,Everyone
FAMILY,4.6,20267,8400,"1,000,000",Free,Everyone
FAMILY,4.5,5761,23000,"1,000,000",Free,Everyone
FAMILY,4.3,11618,22000,"1,000,000",Free,Everyone
FAMILY,4.7,12948,15000,"1,000,000",Free,Everyone
FAMILY,4.4,685,30000,"100,000",Free,Everyone
FAMILY,4.5,9779,30000,"1,000,000",Free,Everyone
FAMILY,4.2,369378,27000,"10,000,000",Free,Everyone
FAMILY,4.5,11436,20000,"1,000,000",Free,Everyone
FAMILY,4.5,2150,42000,"100,000",Free,Everyone
FAMILY,4.7,48615,18000,"10,000,000",Free,Everyone
FAMILY,4.4,382,4200,"100,000",Free,Everyone
FAMILY,4.3,24936,30000,"1,000,000",Free,Everyone
FAMILY,4.6,1109,33000,"1,000,000",Free,Everyone
FAMILY,3.9,974,7900,"100,000",Free,Everyone
FAMILY,4.2,108795,12000,"10,000,000",Free,Everyone
FAMILY,4.5,1455,15000,"100,000",Free,Everyone
FAMILY,4.3,1024,10000,"1,000,000",Free,Everyone
FAMILY,4.5,1014822,9900,"10,000,000",Free,Everyone
FAMILY,4.4,86961,9000,"10,000,000",Free,Everyone
FAMILY,4.4,7320,21000,"1,000,000",Free,Everyone
FAMILY,4.8,269194,13000,"10,000,000",Free,Everyone
FAMILY,4.4,59843,11000,"1,000,000",Free,Everyone
FAMILY,4.4,18616,21000,"1,000,000",Free,Everyone
FAMILY,4.3,11950,8100,"1,000,000",Free,Everyone
FAMILY,4.6,4289,12000,"100,000",Free,Everyone
FAMILY,4.1,68286,7300,"10,000,000",Free,Everyone
FAMILY,4.5,11716,15000,"1,000,000",Free,Everyone
FAMILY,4.5,3323,22000,"1,000,000",Free,Everyone
FAMILY,4.5,36606,11000,"10,000,000",Free,Everyone
FAMILY,4,328619,8300,"10,000,000",Free,Everyone
FAMILY,4.5,10216997,20000,"100,000,000",Free,Everyone 10+
FAMILY,4.6,46741,38000,"10,000,000",Free,Everyone
FAMILY,4.5,530854,9100,"10,000,000",Free,Everyone
FAMILY,4.5,7050,24000,"1,000,000",Free,Everyone
FAMILY,4.5,235906,29000,"10,000,000",Free,Everyone
FAMILY,4.4,17753,98000,"1,000,000",Free,Everyone
FAMILY,4.7,6294400,25000,"100,000,000",Free,Everyone
FAMILY,4.5,520609,18000,"10,000,000",Free,Everyone
FAMILY,4.5,432,6100,"100,000",Free,Everyone 10+
FAMILY,4.2,32029,14000,"1,000,000",Free,Everyone
FAMILY,4.3,4207,21000,"100,000",Free,Everyone
FAMILY,4.5,64,43000,"10,000",Free,Everyone
FAMILY,4.2,96,15000,"1,000",Paid,Everyone
FAMILY,4.3,82471,23000,"1,000,000",Free,Everyone
FAMILY,4.4,496,52000,"100,000",Free,Everyone
FAMILY,4.6,20267,57000,"1,000,000",Free,Everyone
FAMILY,4.6,29436,20000,"1,000,000",Free,Everyone
FAMILY,4.5,19230,40000,"1,000,000",Free,Everyone
FAMILY,4.2,11126,17000,"1,000,000",Free,Everyone
FAMILY,4.5,23671,13000,"1,000,000",Free,Everyone
FAMILY,4.6,9652,33000,"1,000,000",Free,Everyone
FAMILY,4.6,9626,18000,"1,000,000",Free,Everyone
FAMILY,4.1,29319,29000,"1,000,000",Free,Everyone
FAMILY,4.5,1791,31000,"100,000",Free,Everyone
FAMILY,4.6,9199,20000,"100,000",Free,Everyone
FAMILY,4.6,14014,13000,"1,000,000",Free,Everyone
FAMILY,4.5,110877,7300,"1,000,000",Free,Everyone 10+
FAMILY,4.3,160,12000,"10,000",Free,Everyone
FAMILY,3.8,10366,8800,"1,000,000",Free,Everyone
FAMILY,4.5,47644,18000,"1,000,000",Free,Everyone
FAMILY,4.1,530792,14000,"10,000,000",Free,Everyone
FAMILY,4.8,12137,21000,"100,000",Free,Everyone 10+
FAMILY,3.9,237,43000,"100,000",Free,Everyone
FAMILY,4.5,6404,34000,"100,000",Free,Everyone
FAMILY,4.4,6356,15000,"100,000",Free,Everyone
FAMILY,4.3,169,26000,"1,000",Paid,Everyone
FAMILY,4.2,8,34000,"1,000",Paid,Everyone
FAMILY,3,2,2700,100,Paid,Everyone
FAMILY,4.5,4450855,52000,"100,000,000",Free,Everyone 10+
FAMILY,4.4,86961,29000,"10,000,000",Free,Everyone
FAMILY,4.5,10216997,20000,"100,000,000",Free,Everyone 10+
FAMILY,4.7,48701,23000,"10,000,000",Free,Everyone
FAMILY,4.1,15246,42000,"1,000,000",Free,Everyone
FAMILY,4.5,520654,16000,"10,000,000",Free,Everyone
FAMILY,4.5,4076,12000,"100,000",Free,Everyone
FAMILY,4.5,530904,6500,"10,000,000",Free,Everyone
FAMILY,4.6,106750,15000,"1,000,000",Free,Everyone
FAMILY,4.3,33785,17000,"1,000,000",Free,Everyone
FAMILY,4.3,4207,24000,"100,000",Free,Everyone
FAMILY,4.5,58795,22000,"10,000,000",Free,Everyone
FAMILY,4.2,3235,15000,"1,000,000",Free,Everyone
FAMILY,4.2,47031,18000,"1,000,000",Free,Everyone
FAMILY,4.4,131,8800,"100,000",Free,Everyone
FAMILY,4.5,114,14000,"10,000",Free,Everyone
FAMILY,4.1,673203,2700,"10,000,000",Free,Everyone
FAMILY,4.2,2178,29000,"100,000",Free,Everyone
FAMILY,4.1,175625,20000,"10,000,000",Free,Everyone
FAMILY,4.7,8508,6500,"100,000",Free,Everyone 10+
FAMILY,4.3,3484,15000,"1,000,000",Free,Everyone
FAMILY,4.4,379415,6200,"10,000,000",Free,Everyone
FAMILY,4.4,19245,19000,"1,000,000",Free,Everyone
FAMILY,0,65,27000,"100,000",Free,Everyone
FAMILY,4.3,24877,1100,"1,000,000",Free,Everyone
FAMILY,4.4,765,2700,"1,000,000",Free,Everyone
FAMILY,4.3,10088,16000,"1,000,000",Free,Everyone
FAMILY,4.3,525552,8800,"10,000,000",Free,Everyone
FAMILY,4.2,3762,12000,"1,000,000",Free,Everyone
FAMILY,4.2,141363,24000,"10,000,000",Free,Everyone
FAMILY,4.3,472584,56000,"10,000,000",Free,Everyone
FAMILY,4.3,1329192,15000,"10,000,000",Free,Everyone
FAMILY,4.1,148295,18000,"10,000,000",Free,Everyone
FAMILY,4.2,41273,14000,"1,000,000",Free,Everyone
FAMILY,4.5,278,22000,"100,000",Free,Everyone
FAMILY,4.3,392596,28000,"10,000,000",Free,Everyone
FAMILY,4.3,43060,59000,"1,000,000",Free,Everyone
FAMILY,4.5,514088,37000,"10,000,000",Free,Everyone
FAMILY,4.1,41867,36000,"1,000,000",Free,Everyone
FAMILY,4.5,1014846,9500,"10,000,000",Free,Everyone
FAMILY,4.2,23060,82000,"1,000,000",Free,Everyone
FAMILY,4.4,112080,28000,"10,000,000",Free,Everyone
FAMILY,4,15489,9700,"1,000,000",Free,Everyone
FAMILY,4.1,51895,22000,"10,000,000",Free,Everyone
FAMILY,4.3,43060,17000,"1,000,000",Free,Everyone
FAMILY,4.3,525552,7700,"10,000,000",Free,Everyone
FAMILY,4.4,623398,11000,"10,000,000",Free,Everyone
FAMILY,4.3,472584,21000,"10,000,000",Free,Everyone
FAMILY,4.1,66661,19000,"1,000,000",Free,Everyone
FAMILY,4,10447,8700,"1,000,000",Free,Everyone
FAMILY,4.3,1574197,30000,"10,000,000",Free,Everyone
FAMILY,4.6,19170,25000,"1,000,000",Free,Everyone
FAMILY,4.3,169609,17000,"10,000,000",Free,Everyone
FAMILY,4.7,6188,13000,"100,000",Free,Everyone 10+
FAMILY,4.3,1369,23000,"100,000",Free,Everyone
FAMILY,4.4,2952,22000,"100,000",Free,Everyone
FAMILY,4.2,731,9100,"100,000",Free,Everyone
FAMILY,4.7,9856,8300,"100,000",Free,Everyone
FAMILY,3.9,10753,19000,"1,000,000",Free,Everyone
FAMILY,4.1,154,53000,"10,000",Free,Everyone
FAMILY,4.1,288523,17000,"10,000,000",Free,Everyone
FAMILY,4.1,4522,10000,"100,000",Free,Everyone
FAMILY,4.2,3328,29000,"100,000",Paid,Everyone
FAMILY,4.7,31100,46000,"100,000",Paid,Everyone
FAMILY,4.4,854,4500,"10,000",Paid,Everyone
FAMILY,4.3,560,4900,"10,000",Paid,Everyone
FAMILY,4.5,197,24000,"1,000",Paid,Everyone
FAMILY,4.3,63186,23000,"10,000,000",Free,Everyone
FAMILY,4.3,23772,25000,"1,000,000",Free,Everyone
FAMILY,4.1,6007,26000,"1,000,000",Free,Everyone
FAMILY,4.1,2903,2000,"1,000,000",Free,Everyone
FAMILY,4.1,3617,19000,"1,000,000",Free,Everyone
FAMILY,4.6,3063,9600,"100,000",Free,Everyone
FAMILY,4.1,3234,13000,"100,000",Free,Everyone
FAMILY,4.4,276,4200,"10,000",Free,Everyone
FAMILY,4.4,1595,16000,"100,000",Free,Everyone
FAMILY,4.3,879,59000,"100,000",Free,Everyone
FAMILY,4,68559,9500,"1,000,000",Free,Everyone
FAMILY,4.8,61,53000,"1,000",Free,Everyone
FAMILY,3.8,1123,6600,"100,000",Free,Everyone
FAMILY,4.7,30,27000,"1,000",Paid,Everyone
FAMILY,4.5,566,22000,"10,000",Free,Everyone
FAMILY,4.8,97,50000,"1,000",Paid,Everyone
FAMILY,4.4,38,30000,100,Paid,Everyone
FAMILY,4.8,4,17000,100,Paid,Everyone
FAMILY,4.2,38,18000,"1,000",Paid,Everyone
FAMILY,4.2,214,10000,"1,000",Paid,Everyone
FAMILY,4,248,9900,"1,000",Paid,Everyone
FAMILY,4.7,185,23000,"1,000",Paid,Everyone
FAMILY,4.7,2195,51000,"10,000",Paid,Everyone
FAMILY,3.9,1615,35000,"10,000",Paid,Everyone
FAMILY,4.5,359,16000,"1,000",Paid,Everyone
FAMILY,4.1,38021,11000,"10,000,000",Free,Everyone
FAMILY,4.4,6190,74000,"1,000,000",Free,Everyone
FAMILY,3.9,6903,48000,"1,000,000",Free,Everyone
FAMILY,4.4,13155,13000,"1,000,000",Free,Everyone
FAMILY,4.4,496,4200,"100,000",Free,Everyone
FAMILY,3.6,418,16000,"100,000",Free,Everyone
FAMILY,4.4,1160,59000,"100,000",Free,Everyone
FAMILY,4.1,59917,5600,"1,000,000",Free,Everyone
FAMILY,3.6,1042,1500,"100,000",Free,Everyone
FAMILY,4.6,73,5700,"1,000",Paid,Everyone
FAMILY,4.3,382,6100,"10,000",Paid,Everyone
FAMILY,4.5,253,1900,"10,000",Paid,Everyone
FAMILY,4.4,3396,4000,"10,000",Paid,Everyone
FAMILY,4.1,38021,47000,"10,000,000",Free,Everyone
FAMILY,4.4,6190,2000,"1,000,000",Free,Everyone
FAMILY,3.9,6903,9500,"1,000,000",Free,Everyone
FAMILY,4.4,13155,22000,"1,000,000",Free,Everyone
FAMILY,4.4,496,14000,"100,000",Free,Everyone
FAMILY,3.6,418,10000,"100,000",Free,Everyone
FAMILY,4.4,1160,6900,"100,000",Free,Everyone
FAMILY,4.1,59917,44000,"1,000,000",Free,Everyone
FAMILY,3.6,1042,51000,"100,000",Free,Everyone
FAMILY,4.6,73,48000,"1,000",Paid,Everyone
FAMILY,4.3,382,43000,"10,000",Paid,Everyone
FAMILY,4.5,253,21000,"10,000",Paid,Everyone
FAMILY,4.4,3396,25000,"10,000",Paid,Everyone
FAMILY,4.5,4450890,3900,"100,000,000",Free,Everyone 10+
FAMILY,4.1,182173,4000,"10,000,000",Free,Everyone
FAMILY,4.5,470713,51000,"10,000,000",Free,Everyone
FAMILY,4.1,59729,9600,"10,000,000",Free,Everyone
FAMILY,3.9,133117,9500,"1,000,000",Free,Everyone
FAMILY,4.2,108795,50000,"10,000,000",Free,Everyone
FAMILY,4.1,47213,21000,"1,000,000",Free,Everyone
FAMILY,3.9,95537,31000,"10,000,000",Free,Everyone
FAMILY,4.1,66660,27000,"1,000,000",Free,Everyone
FAMILY,4.2,51838,53000,"1,000,000",Free,Everyone
FAMILY,4.7,6294397,34000,"100,000,000",Free,Everyone
FAMILY,3.8,36028,12000,"1,000,000",Free,Everyone
FAMILY,4.3,528745,50000,"10,000,000",Free,Everyone
FAMILY,4.3,169609,47000,"10,000,000",Free,Everyone
FAMILY,4.3,82471,9200,"1,000,000",Free,Everyone
FAMILY,3.9,44062,51000,"1,000,000",Free,Everyone
FAMILY,4.3,392596,48000,"10,000,000",Free,Everyone
FAMILY,4,79667,24000,"10,000,000",Free,Everyone
FAMILY,4,20763,1600,"1,000,000",Free,Everyone
FAMILY,4.3,1574204,17000,"10,000,000",Free,Everyone
FAMILY,4.2,123322,31000,"10,000,000",Free,Everyone 10+
FAMILY,4.1,29319,59000,"1,000,000",Free,Everyone
FAMILY,4,8126,46000,"1,000,000",Free,Everyone
FAMILY,4.4,623398,53000,"10,000,000",Free,Everyone
FAMILY,4.3,50887,45000,"1,000,000",Free,Everyone
FAMILY,4.3,63160,9800,"1,000,000",Free,Everyone
FAMILY,4.4,13155,34000,"1,000,000",Free,Everyone
FAMILY,4.2,28737,20000,"1,000,000",Free,Everyone
FAMILY,4.1,530792,19000,"10,000,000",Free,Everyone
FAMILY,4.3,45579,6000,"1,000,000",Free,Everyone
FAMILY,4.2,19720,15000,"1,000,000",Free,Everyone
FAMILY,4.6,361970,6500,"1,000,000",Free,Everyone
FAMILY,4.1,159619,6200,"1,000,000",Free,Everyone
FAMILY,4.5,354384,14000,"10,000,000",Free,Everyone
FAMILY,4.4,272321,6100,"10,000,000",Free,Everyone
FAMILY,4.5,2376564,17000,"10,000,000",Paid,Everyone 10+
FAMILY,4.3,129603,24000,"1,000,000",Paid,Everyone 10+
MEDICAL,4.2,1135,13000,"100,000",Paid,Everyone
MEDICAL,4.4,578,10000,"10,000",Paid,Everyone
MEDICAL,4.6,129,10000,"10,000",Paid,Everyone
MEDICAL,4.5,63,6900,"10,000",Paid,Everyone
MEDICAL,4.8,216,31000,"10,000",Paid,Everyone
MEDICAL,4.5,171,28000,"10,000",Paid,Everyone 10+
MEDICAL,3.2,45,2600,"1,000",Paid,Everyone
MEDICAL,4.6,717,30000,"1,000",Paid,Everyone
MEDICAL,4.5,2921,13000,"100,000",Paid,Everyone
MEDICAL,4.1,1533,27000,"10,000",Paid,Mature 17+
MEDICAL,4.6,92,29000,"1,000",Paid,Everyone
MEDICAL,4.5,199,18000,"10,000",Paid,Everyone
MEDICAL,4.4,1361,35000,"10,000",Paid,Everyone
MEDICAL,4.4,12,17000,"1,000",Paid,Everyone
MEDICAL,4.4,15,18000,"1,000",Paid,Everyone
MEDICAL,3.8,206,3000,"10,000",Paid,Everyone
MEDICAL,4.6,395,32000,"1,000",Paid,Everyone
MEDICAL,2.5,79,24000,"1,000",Paid,Everyone
MEDICAL,4,15,10000,"1,000",Paid,Everyone
MEDICAL,5,3,34000,100,Paid,Everyone
MEDICAL,4.3,35,6600,"1,000",Paid,Everyone
MEDICAL,3.4,77,27000,"1,000",Paid,Everyone
MEDICAL,0,3,25000,100,Paid,Everyone
MEDICAL,3.4,51,6600,"1,000",Paid,Everyone
